UniqueID,Probability
6533,0.8671428571428571
6534,0.02857142857142857
6535,0.05857142857142857
6536,0.7228571428571429
6537,0.7385714285714285
6538,0.7542857142857143
6539,0.08428571428571428
6540,0.8057142857142857
6541,0.77
6542,0.05914285714285714
6543,0.054285714285714284
6544,0.0014285714285714286
6545,0.03
6546,0.9014285714285715
6547,0.16142857142857142
6548,0.9114285714285715
6549,0.13
6550,0.10857142857142857
6551,0.0
6552,0.11142857142857143
6553,0.002857142857142857
6554,0.037142857142857144
6555,0.0014285714285714286
6556,0.19428571428571428
6557,0.037142857142857144
6558,0.06285714285714286
6559,0.022857142857142857
6560,0.05
6561,0.015714285714285715
6562,0.002857142857142857
6563,0.054285714285714284
6564,0.04857142857142857
6565,0.7357142857142858
6566,0.03571428571428571
6567,0.8885714285714286
6568,0.91
6569,0.7057142857142857
6570,0.02142857142857143
6571,0.025714285714285714
6572,0.04
6573,0.05
6574,0.03428571428571429
6575,0.004285714285714286
6576,0.015714285714285715
6577,0.01
6578,0.032857142857142856
6579,0.0
6580,0.005714285714285714
6581,0.022857142857142857
6582,0.9228571428571428
6583,0.03428571428571429
6584,0.7128571428571429
6585,0.018571428571428572
6586,0.004285714285714286
6587,0.06
6588,0.6957142857142857
6589,0.7157142857142857
6590,0.011428571428571429
6591,0.3442857142857143
6592,0.01
6593,0.7985714285714286
6594,0.05142857142857143
6595,0.008571428571428572
6596,0.8014285714285714
6597,0.16285714285714287
6598,0.05
6599,0.03571428571428571
6600,0.0014285714285714286
6601,0.08714285714285715
6602,0.037142857142857144
6603,0.06
6604,0.03428571428571429
6605,0.03857142857142857
6606,0.02857142857142857
6607,0.7942857142857143
6608,0.041428571428571426
6609,0.002857142857142857
6610,0.05
6611,0.09857142857142857
6612,0.12571428571428572
6613,0.04
6614,0.004285714285714286
6615,0.02
6616,0.032857142857142856
6617,0.8177380952380954
6618,0.11714285714285715
6619,0.8257142857142857
6620,0.047142857142857146
6621,0.027142857142857142
6622,0.025714285714285714
6623,0.0
6624,0.66
6625,0.007142857142857143
6626,0.05142857142857143
6627,0.7328571428571429
6628,0.06428571428571428
6629,0.01
6630,0.7785714285714286
6631,0.09428571428571429
6632,0.02142857142857143
6633,0.022857142857142857
6634,0.05714285714285714
6635,0.032857142857142856
6636,0.7014285714285714
6637,0.09714285714285714
6638,0.015714285714285715
6639,0.06
6640,0.06714285714285714
6641,0.01
6642,0.002857142857142857
6643,0.018571428571428572
6644,0.024285714285714285
6645,0.055714285714285716
6646,0.06714285714285714
6647,0.0
6648,0.6714285714285714
6649,0.85
6650,0.6628571428571428
6651,0.6942857142857143
6652,0.8285714285714286
6653,0.032857142857142856
6654,0.011428571428571429
6655,0.7914285714285715
6656,0.05285714285714286
6657,0.01
6658,0.015714285714285715
6659,0.03571428571428571
6660,0.0
6661,0.02142857142857143
6662,0.6585714285714286
6663,0.7085714285714285
6664,0.19285714285714287
6665,0.03428571428571429
6666,0.03428571428571429
6667,0.005714285714285714
6668,0.10571428571428572
6669,0.02142857142857143
6670,0.05857142857142857
6671,0.7428571428571429
6672,0.05714285714285714
6673,0.09857142857142857
6674,0.05142857142857143
6675,0.055714285714285716
6676,0.8328571428571429
6677,0.03571428571428571
6678,0.024285714285714285
6679,0.037142857142857144
6680,0.032857142857142856
6681,0.03142857142857143
6682,0.03879699248120301
6683,0.06571428571428571
6684,0.03857142857142857
6685,0.041428571428571426
6686,0.09142857142857143
6687,0.6642857142857143
6688,0.7257142857142858
6689,0.7528571428571429
6690,0.04285714285714286
6691,0.015714285714285715
6692,0.02142857142857143
6693,0.022857142857142857
6694,0.047142857142857146
6695,0.7314285714285714
6696,0.027142857142857142
6697,0.012857142857142857
6698,0.01
6699,0.06571428571428571
6700,0.12
6701,0.011428571428571429
6702,0.007142857142857143
6703,0.014285714285714285
6704,0.6742857142857143
6705,0.025714285714285714
6706,0.008571428571428572
6707,0.7442857142857143
6708,0.05857142857142857
6709,0.7657142857142857
6710,0.8371428571428572
6711,0.027142857142857142
6712,0.037142857142857144
6713,0.055714285714285716
6714,0.02857142857142857
6715,0.0
6716,0.07285714285714286
6717,0.0
6718,0.08909090909090908
6719,0.0
6720,0.05714285714285714
6721,0.041428571428571426
6722,0.02142857142857143
6723,0.007142857142857143
6724,0.002857142857142857
6725,0.07
6726,0.03142857142857143
6727,0.0
6728,0.04
6729,0.017142857142857144
6730,0.03142857142857143
6731,0.0
6732,0.82
6733,0.06142857142857143
6734,0.7685714285714286
6735,0.7657142857142857
6736,0.027142857142857142
6737,0.018571428571428572
6738,0.014285714285714285
6739,0.032857142857142856
6740,0.02
6741,0.05
6742,0.011428571428571429
6743,0.005714285714285714
6744,0.03857142857142857
6745,0.0
6746,0.13
6747,0.03
6748,0.004285714285714286
6749,0.008571428571428572
6750,0.07714285714285714
6751,0.0
6752,0.032857142857142856
6753,0.20857142857142857
6754,0.024285714285714285
6755,0.05714285714285714
6756,0.015714285714285715
6757,0.011428571428571429
6758,0.025714285714285714
6759,0.002857142857142857
6760,0.0
6761,0.02857142857142857
6762,0.015714285714285715
6763,0.8157142857142857
6764,0.054285714285714284
6765,0.07142857142857142
6766,0.7085714285714285
6767,0.005714285714285714
6768,0.9757142857142858
6769,0.012857142857142857
6770,0.81
6771,0.045714285714285714
6772,0.9057142857142857
6773,0.07142857142857142
6774,0.007142857142857143
6775,0.8185714285714286
6776,0.008571428571428572
6777,0.012857142857142857
6778,0.007142857142857143
6779,0.005714285714285714
6780,0.008571428571428572
6781,0.03571428571428571
6782,0.011428571428571429
6783,0.054285714285714284
6784,0.7314285714285714
6785,0.7485714285714286
6786,0.17
6787,0.008571428571428572
6788,0.017142857142857144
6789,0.022857142857142857
6790,0.025714285714285714
6791,0.05714285714285714
6792,0.06
6793,0.0
6794,0.02
6795,0.05
6796,0.03
6797,0.015714285714285715
6798,0.017142857142857144
6799,0.03428571428571429
6800,0.15
6801,0.03857142857142857
6802,0.01
6803,0.018571428571428572
6804,0.09571428571428571
6805,0.07714285714285714
6806,0.011428571428571429
6807,0.91
6808,0.8242857142857143
6809,0.02857142857142857
